pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,20,68,18,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,21,69,8,1,1.6,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,22,70,9,1,1.6,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,23,71,7,1,1.6,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,24,72,38,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,25,73,43,1,1.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,26,74,13,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,27,75,44,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,28,76,40,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,29,77,37,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,30,78,47,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,Occulus,2020-07-16_18h40.59.480,ANT,2020.1.3,Win32,60,,,,,,,0,1,31,79,45,1,1.3,,,,,,,,,,,
